student_id,semester,total_fee,paid_amount,due_date,status
51,3,25000.0,25000.0,2026-09-30,PAID
51,4,25000.0,25000.0,2026-09-30,PAID
52,1,25000.0,25000.0,2026-09-30,PAID
52,2,25000.0,25000.0,2026-09-30,PAID
53,7,25000.0,16326.0,2026-09-30,PARTIAL
53,8,25000.0,25000.0,2026-09-30,PAID
54,1,25000.0,13262.8,2026-09-30,PARTIAL
55,1,25000.0,25000.0,2026-09-30,PAID
56,5,25000.0,25000.0,2026-09-30,PAID
56,6,25000.0,25000.0,2026-09-30,PAID
57,5,25000.0,25000.0,2026-09-30,PAID
57,6,25000.0,25000.0,2026-09-30,PAID
58,7,25000.0,0.0,2026-09-30,PENDING
58,8,25000.0,25000.0,2026-09-30,PAID
59,6,25000.0,25000.0,2026-09-30,PAID
59,7,25000.0,25000.0,2026-09-30,PAID
60,2,25000.0,25000.0,2026-09-30,PAID
60,3,25000.0,25000.0,2026-09-30,PAID
61,3,25000.0,25000.0,2026-09-30,PAID
61,4,25000.0,25000.0,2026-09-30,PAID
62,2,25000.0,25000.0,2026-09-30,PAID
62,3,25000.0,25000.0,2026-09-30,PAID
63,2,25000.0,25000.0,2026-09-30,PAID
63,3,25000.0,25000.0,2026-09-30,PAID
64,5,25000.0,25000.0,2026-09-30,PAID
64,6,25000.0,25000.0,2026-09-30,PAID
65,2,25000.0,25000.0,2026-09-30,PAID
65,3,25000.0,25000.0,2026-09-30,PAID
66,5,25000.0,13919.73,2026-09-30,PARTIAL
66,6,25000.0,25000.0,2026-09-30,PAID
67,5,25000.0,25000.0,2026-09-30,PAID
67,6,25000.0,25000.0,2026-09-30,PAID
68,5,25000.0,25000.0,2026-09-30,PAID
68,6,25000.0,25000.0,2026-09-30,PAID
69,1,25000.0,25000.0,2026-09-30,PAID
69,2,25000.0,25000.0,2026-09-30,PAID
70,6,25000.0,15505.68,2026-09-30,PARTIAL
70,7,25000.0,25000.0,2026-09-30,PAID
71,3,25000.0,25000.0,2026-09-30,PAID
71,4,25000.0,25000.0,2026-09-30,PAID
72,2,25000.0,25000.0,2026-09-30,PAID
72,3,25000.0,25000.0,2026-09-30,PAID
73,1,25000.0,25000.0,2026-09-30,PAID
74,2,25000.0,25000.0,2026-09-30,PAID
74,3,25000.0,25000.0,2026-09-30,PAID
75,2,25000.0,25000.0,2026-09-30,PAID
75,3,25000.0,25000.0,2026-09-30,PAID
76,7,25000.0,25000.0,2026-09-30,PAID
76,8,25000.0,25000.0,2026-09-30,PAID
77,2,25000.0,25000.0,2026-09-30,PAID
77,3,25000.0,25000.0,2026-09-30,PAID
78,4,25000.0,14314.67,2026-09-30,PARTIAL
78,5,25000.0,10959.4,2026-09-30,PARTIAL
79,4,25000.0,25000.0,2026-09-30,PAID
79,5,25000.0,13569.55,2026-09-30,PARTIAL
80,4,25000.0,13027.79,2026-09-30,PARTIAL
80,5,25000.0,25000.0,2026-09-30,PAID
81,1,25000.0,25000.0,2026-09-30,PAID
81,2,25000.0,25000.0,2026-09-30,PAID
82,2,25000.0,25000.0,2026-09-30,PAID
82,3,25000.0,15781.0,2026-09-30,PARTIAL
83,4,25000.0,25000.0,2026-09-30,PAID
83,5,25000.0,25000.0,2026-09-30,PAID
84,5,25000.0,25000.0,2026-09-30,PAID
84,6,25000.0,25000.0,2026-09-30,PAID
85,7,25000.0,0.0,2026-09-30,PENDING
85,8,25000.0,25000.0,2026-09-30,PAID
86,5,25000.0,25000.0,2026-09-30,PAID
86,6,25000.0,25000.0,2026-09-30,PAID
87,1,25000.0,25000.0,2026-09-30,PAID
87,2,25000.0,0.0,2026-09-30,PENDING
88,3,25000.0,25000.0,2026-09-30,PAID
88,4,25000.0,25000.0,2026-09-30,PAID
89,4,25000.0,25000.0,2026-09-30,PAID
89,5,25000.0,25000.0,2026-09-30,PAID
90,7,25000.0,25000.0,2026-09-30,PAID
90,8,25000.0,25000.0,2026-09-30,PAID
91,1,25000.0,25000.0,2026-09-30,PAID
92,7,25000.0,25000.0,2026-09-30,PAID
92,8,25000.0,25000.0,2026-09-30,PAID
93,2,25000.0,25000.0,2026-09-30,PAID
93,3,25000.0,25000.0,2026-09-30,PAID
94,5,25000.0,25000.0,2026-09-30,PAID
94,6,25000.0,25000.0,2026-09-30,PAID
95,5,25000.0,25000.0,2026-09-30,PAID
95,6,25000.0,25000.0,2026-09-30,PAID
96,3,25000.0,0.0,2026-09-30,PENDING
96,4,25000.0,25000.0,2026-09-30,PAID
97,1,25000.0,25000.0,2026-09-30,PAID
98,1,25000.0,25000.0,2026-09-30,PAID
98,2,25000.0,25000.0,2026-09-30,PAID
99,3,25000.0,25000.0,2026-09-30,PAID
99,4,25000.0,25000.0,2026-09-30,PAID
100,4,25000.0,14028.2,2026-09-30,PARTIAL
100,5,25000.0,10250.83,2026-09-30,PARTIAL
101,2,25000.0,25000.0,2026-09-30,PAID
101,3,25000.0,25000.0,2026-09-30,PAID
102,7,25000.0,25000.0,2026-09-30,PAID
102,8,25000.0,25000.0,2026-09-30,PAID
103,1,25000.0,25000.0,2026-09-30,PAID
103,2,25000.0,25000.0,2026-09-30,PAID
104,3,25000.0,0.0,2026-09-30,PENDING
104,4,25000.0,0.0,2026-09-30,PENDING
105,5,25000.0,25000.0,2026-09-30,PAID
105,6,25000.0,25000.0,2026-09-30,PAID
106,2,25000.0,25000.0,2026-09-30,PAID
106,3,25000.0,25000.0,2026-09-30,PAID
107,1,25000.0,25000.0,2026-09-30,PAID
108,1,25000.0,25000.0,2026-09-30,PAID
108,2,25000.0,25000.0,2026-09-30,PAID
109,1,25000.0,25000.0,2026-09-30,PAID
109,2,25000.0,25000.0,2026-09-30,PAID
110,5,25000.0,25000.0,2026-09-30,PAID
110,6,25000.0,25000.0,2026-09-30,PAID
111,6,25000.0,25000.0,2026-09-30,PAID
111,7,25000.0,25000.0,2026-09-30,PAID
112,7,25000.0,25000.0,2026-09-30,PAID
112,8,25000.0,25000.0,2026-09-30,PAID
113,2,25000.0,25000.0,2026-09-30,PAID
113,3,25000.0,0.0,2026-09-30,PENDING
114,7,25000.0,25000.0,2026-09-30,PAID
114,8,25000.0,25000.0,2026-09-30,PAID
115,2,25000.0,25000.0,2026-09-30,PAID
115,3,25000.0,0.0,2026-09-30,PENDING
116,4,25000.0,25000.0,2026-09-30,PAID
116,5,25000.0,25000.0,2026-09-30,PAID
117,1,25000.0,25000.0,2026-09-30,PAID
117,2,25000.0,25000.0,2026-09-30,PAID
118,6,25000.0,25000.0,2026-09-30,PAID
118,7,25000.0,25000.0,2026-09-30,PAID
119,2,25000.0,25000.0,2026-09-30,PAID
119,3,25000.0,25000.0,2026-09-30,PAID
120,5,25000.0,0.0,2026-09-30,PENDING
120,6,25000.0,0.0,2026-09-30,PENDING
121,5,25000.0,25000.0,2026-09-30,PAID
121,6,25000.0,25000.0,2026-09-30,PAID
122,1,25000.0,10281.85,2026-09-30,PARTIAL
122,2,25000.0,0.0,2026-09-30,PENDING
123,1,25000.0,25000.0,2026-09-30,PAID
123,2,25000.0,25000.0,2026-09-30,PAID
124,6,25000.0,25000.0,2026-09-30,PAID
124,7,25000.0,25000.0,2026-09-30,PAID
125,1,25000.0,25000.0,2026-09-30,PAID
126,4,25000.0,25000.0,2026-09-30,PAID
126,5,25000.0,25000.0,2026-09-30,PAID
127,7,25000.0,25000.0,2026-09-30,PAID
127,8,25000.0,25000.0,2026-09-30,PAID
128,1,25000.0,25000.0,2026-09-30,PAID
128,2,25000.0,25000.0,2026-09-30,PAID
129,1,25000.0,25000.0,2026-09-30,PAID
130,2,25000.0,25000.0,2026-09-30,PAID
130,3,25000.0,25000.0,2026-09-30,PAID
131,1,25000.0,25000.0,2026-09-30,PAID
132,6,25000.0,14423.12,2026-09-30,PARTIAL
132,7,25000.0,5528.22,2026-09-30,PARTIAL
133,4,25000.0,25000.0,2026-09-30,PAID
133,5,25000.0,25000.0,2026-09-30,PAID
134,6,25000.0,25000.0,2026-09-30,PAID
134,7,25000.0,25000.0,2026-09-30,PAID
135,4,25000.0,25000.0,2026-09-30,PAID
135,5,25000.0,25000.0,2026-09-30,PAID
136,1,25000.0,25000.0,2026-09-30,PAID
136,2,25000.0,25000.0,2026-09-30,PAID
137,1,25000.0,0.0,2026-09-30,PENDING
138,3,25000.0,25000.0,2026-09-30,PAID
138,4,25000.0,25000.0,2026-09-30,PAID
139,7,25000.0,25000.0,2026-09-30,PAID
139,8,25000.0,25000.0,2026-09-30,PAID
140,3,25000.0,25000.0,2026-09-30,PAID
140,4,25000.0,9137.55,2026-09-30,PARTIAL
141,1,25000.0,7666.91,2026-09-30,PARTIAL
141,2,25000.0,25000.0,2026-09-30,PAID
142,7,25000.0,25000.0,2026-09-30,PAID
142,8,25000.0,11303.23,2026-09-30,PARTIAL
143,3,25000.0,0.0,2026-09-30,PENDING
143,4,25000.0,16050.02,2026-09-30,PARTIAL
144,5,25000.0,13920.5,2026-09-30,PARTIAL
144,6,25000.0,25000.0,2026-09-30,PAID
145,5,25000.0,25000.0,2026-09-30,PAID
145,6,25000.0,12245.94,2026-09-30,PARTIAL
146,7,25000.0,25000.0,2026-09-30,PAID
146,8,25000.0,25000.0,2026-09-30,PAID
147,7,25000.0,25000.0,2026-09-30,PAID
147,8,25000.0,25000.0,2026-09-30,PAID
148,4,25000.0,25000.0,2026-09-30,PAID
148,5,25000.0,25000.0,2026-09-30,PAID
149,5,25000.0,25000.0,2026-09-30,PAID
149,6,25000.0,25000.0,2026-09-30,PAID
150,7,25000.0,25000.0,2026-09-30,PAID
150,8,25000.0,25000.0,2026-09-30,PAID
151,7,25000.0,25000.0,2026-09-30,PAID
151,8,25000.0,25000.0,2026-09-30,PAID
152,2,25000.0,0.0,2026-09-30,PENDING
152,3,25000.0,25000.0,2026-09-30,PAID
153,3,25000.0,25000.0,2026-09-30,PAID
153,4,25000.0,13515.84,2026-09-30,PARTIAL
154,4,25000.0,0.0,2026-09-30,PENDING
154,5,25000.0,25000.0,2026-09-30,PAID
155,3,25000.0,25000.0,2026-09-30,PAID
155,4,25000.0,25000.0,2026-09-30,PAID
156,2,25000.0,11363.01,2026-09-30,PARTIAL
156,3,25000.0,25000.0,2026-09-30,PAID
157,2,25000.0,25000.0,2026-09-30,PAID
157,3,25000.0,25000.0,2026-09-30,PAID
158,1,25000.0,17233.13,2026-09-30,PARTIAL
158,2,25000.0,25000.0,2026-09-30,PAID
159,7,25000.0,25000.0,2026-09-30,PAID
159,8,25000.0,25000.0,2026-09-30,PAID
160,7,25000.0,25000.0,2026-09-30,PAID
160,8,25000.0,10923.89,2026-09-30,PARTIAL
161,3,25000.0,25000.0,2026-09-30,PAID
161,4,25000.0,25000.0,2026-09-30,PAID
162,1,25000.0,25000.0,2026-09-30,PAID
163,5,25000.0,25000.0,2026-09-30,PAID
163,6,25000.0,25000.0,2026-09-30,PAID
164,1,25000.0,25000.0,2026-09-30,PAID
164,2,25000.0,25000.0,2026-09-30,PAID
165,6,25000.0,6988.37,2026-09-30,PARTIAL
165,7,25000.0,0.0,2026-09-30,PENDING
166,1,25000.0,25000.0,2026-09-30,PAID
167,7,25000.0,25000.0,2026-09-30,PAID
167,8,25000.0,25000.0,2026-09-30,PAID
168,7,25000.0,25000.0,2026-09-30,PAID
168,8,25000.0,15882.31,2026-09-30,PARTIAL
169,1,25000.0,25000.0,2026-09-30,PAID
170,3,25000.0,13029.03,2026-09-30,PARTIAL
170,4,25000.0,9170.07,2026-09-30,PARTIAL
171,2,25000.0,25000.0,2026-09-30,PAID
171,3,25000.0,25000.0,2026-09-30,PAID
172,2,25000.0,25000.0,2026-09-30,PAID
172,3,25000.0,25000.0,2026-09-30,PAID
173,2,25000.0,25000.0,2026-09-30,PAID
173,3,25000.0,9717.42,2026-09-30,PARTIAL
174,1,25000.0,0.0,2026-09-30,PENDING
175,1,25000.0,25000.0,2026-09-30,PAID
175,2,25000.0,25000.0,2026-09-30,PAID
176,1,25000.0,25000.0,2026-09-30,PAID
176,2,25000.0,14618.13,2026-09-30,PARTIAL
177,2,25000.0,25000.0,2026-09-30,PAID
177,3,25000.0,25000.0,2026-09-30,PAID
178,5,25000.0,0.0,2026-09-30,PENDING
178,6,25000.0,0.0,2026-09-30,PENDING
179,1,25000.0,25000.0,2026-09-30,PAID
179,2,25000.0,25000.0,2026-09-30,PAID
180,4,25000.0,11344.69,2026-09-30,PARTIAL
180,5,25000.0,0.0,2026-09-30,PENDING
181,4,25000.0,25000.0,2026-09-30,PAID
181,5,25000.0,25000.0,2026-09-30,PAID
182,2,25000.0,25000.0,2026-09-30,PAID
182,3,25000.0,25000.0,2026-09-30,PAID
183,7,25000.0,9706.99,2026-09-30,PARTIAL
183,8,25000.0,25000.0,2026-09-30,PAID
184,2,25000.0,25000.0,2026-09-30,PAID
184,3,25000.0,25000.0,2026-09-30,PAID
185,4,25000.0,25000.0,2026-09-30,PAID
185,5,25000.0,25000.0,2026-09-30,PAID
186,2,25000.0,14713.89,2026-09-30,PARTIAL
186,3,25000.0,25000.0,2026-09-30,PAID
187,3,25000.0,25000.0,2026-09-30,PAID
187,4,25000.0,25000.0,2026-09-30,PAID
188,2,25000.0,25000.0,2026-09-30,PAID
188,3,25000.0,25000.0,2026-09-30,PAID
189,2,25000.0,25000.0,2026-09-30,PAID
189,3,25000.0,25000.0,2026-09-30,PAID
190,1,25000.0,25000.0,2026-09-30,PAID
190,2,25000.0,25000.0,2026-09-30,PAID
191,4,25000.0,25000.0,2026-09-30,PAID
191,5,25000.0,0.0,2026-09-30,PENDING
192,4,25000.0,25000.0,2026-09-30,PAID
192,5,25000.0,25000.0,2026-09-30,PAID
193,7,25000.0,25000.0,2026-09-30,PAID
193,8,25000.0,25000.0,2026-09-30,PAID
194,2,25000.0,25000.0,2026-09-30,PAID
194,3,25000.0,25000.0,2026-09-30,PAID
195,7,25000.0,12555.57,2026-09-30,PARTIAL
195,8,25000.0,25000.0,2026-09-30,PAID
196,7,25000.0,25000.0,2026-09-30,PAID
196,8,25000.0,25000.0,2026-09-30,PAID
197,4,25000.0,15536.02,2026-09-30,PARTIAL
197,5,25000.0,25000.0,2026-09-30,PAID
198,6,25000.0,25000.0,2026-09-30,PAID
198,7,25000.0,25000.0,2026-09-30,PAID
199,3,25000.0,25000.0,2026-09-30,PAID
199,4,25000.0,25000.0,2026-09-30,PAID
200,4,25000.0,25000.0,2026-09-30,PAID
200,5,25000.0,25000.0,2026-09-30,PAID
201,1,25000.0,25000.0,2026-09-30,PAID
202,3,25000.0,6979.22,2026-09-30,PARTIAL
202,4,25000.0,16158.59,2026-09-30,PARTIAL
203,3,25000.0,0.0,2026-09-30,PENDING
203,4,25000.0,25000.0,2026-09-30,PAID
204,3,25000.0,25000.0,2026-09-30,PAID
204,4,25000.0,25000.0,2026-09-30,PAID
205,5,25000.0,25000.0,2026-09-30,PAID
205,6,25000.0,25000.0,2026-09-30,PAID
206,4,25000.0,25000.0,2026-09-30,PAID
206,5,25000.0,25000.0,2026-09-30,PAID
207,1,25000.0,25000.0,2026-09-30,PAID
207,2,25000.0,25000.0,2026-09-30,PAID
208,4,25000.0,25000.0,2026-09-30,PAID
208,5,25000.0,25000.0,2026-09-30,PAID
209,7,25000.0,25000.0,2026-09-30,PAID
209,8,25000.0,25000.0,2026-09-30,PAID
210,3,25000.0,0.0,2026-09-30,PENDING
210,4,25000.0,25000.0,2026-09-30,PAID
211,2,25000.0,25000.0,2026-09-30,PAID
211,3,25000.0,25000.0,2026-09-30,PAID
212,5,25000.0,25000.0,2026-09-30,PAID
212,6,25000.0,15842.89,2026-09-30,PARTIAL
213,4,25000.0,25000.0,2026-09-30,PAID
213,5,25000.0,25000.0,2026-09-30,PAID
214,5,25000.0,25000.0,2026-09-30,PAID
214,6,25000.0,25000.0,2026-09-30,PAID
215,5,25000.0,25000.0,2026-09-30,PAID
215,6,25000.0,25000.0,2026-09-30,PAID
216,3,25000.0,25000.0,2026-09-30,PAID
216,4,25000.0,25000.0,2026-09-30,PAID
217,1,25000.0,25000.0,2026-09-30,PAID
218,5,25000.0,25000.0,2026-09-30,PAID
218,6,25000.0,25000.0,2026-09-30,PAID
219,2,25000.0,0.0,2026-09-30,PENDING
219,3,25000.0,13616.61,2026-09-30,PARTIAL
220,7,25000.0,25000.0,2026-09-30,PAID
220,8,25000.0,25000.0,2026-09-30,PAID
221,5,25000.0,25000.0,2026-09-30,PAID
221,6,25000.0,25000.0,2026-09-30,PAID
222,6,25000.0,25000.0,2026-09-30,PAID
222,7,25000.0,25000.0,2026-09-30,PAID
223,5,25000.0,25000.0,2026-09-30,PAID
223,6,25000.0,25000.0,2026-09-30,PAID
224,7,25000.0,13238.79,2026-09-30,PARTIAL
224,8,25000.0,25000.0,2026-09-30,PAID
225,7,25000.0,25000.0,2026-09-30,PAID
225,8,25000.0,17362.18,2026-09-30,PARTIAL
226,2,25000.0,8665.32,2026-09-30,PARTIAL
226,3,25000.0,5923.27,2026-09-30,PARTIAL
227,7,25000.0,25000.0,2026-09-30,PAID
227,8,25000.0,25000.0,2026-09-30,PAID
228,4,25000.0,25000.0,2026-09-30,PAID
228,5,25000.0,14286.8,2026-09-30,PARTIAL
229,7,25000.0,25000.0,2026-09-30,PAID
229,8,25000.0,25000.0,2026-09-30,PAID
230,1,25000.0,13999.62,2026-09-30,PARTIAL
230,2,25000.0,25000.0,2026-09-30,PAID
231,2,25000.0,25000.0,2026-09-30,PAID
231,3,25000.0,25000.0,2026-09-30,PAID
232,3,25000.0,25000.0,2026-09-30,PAID
232,4,25000.0,25000.0,2026-09-30,PAID
233,1,25000.0,25000.0,2026-09-30,PAID
233,2,25000.0,17246.84,2026-09-30,PARTIAL
234,2,25000.0,25000.0,2026-09-30,PAID
234,3,25000.0,25000.0,2026-09-30,PAID
235,5,25000.0,25000.0,2026-09-30,PAID
235,6,25000.0,0.0,2026-09-30,PENDING
236,1,25000.0,25000.0,2026-09-30,PAID
237,1,25000.0,25000.0,2026-09-30,PAID
237,2,25000.0,25000.0,2026-09-30,PAID
238,2,25000.0,25000.0,2026-09-30,PAID
238,3,25000.0,25000.0,2026-09-30,PAID
239,3,25000.0,25000.0,2026-09-30,PAID
239,4,25000.0,25000.0,2026-09-30,PAID
240,2,25000.0,25000.0,2026-09-30,PAID
240,3,25000.0,25000.0,2026-09-30,PAID
241,1,25000.0,25000.0,2026-09-30,PAID
242,1,25000.0,8044.97,2026-09-30,PARTIAL
242,2,25000.0,25000.0,2026-09-30,PAID
243,6,25000.0,25000.0,2026-09-30,PAID
243,7,25000.0,25000.0,2026-09-30,PAID
244,3,25000.0,25000.0,2026-09-30,PAID
244,4,25000.0,25000.0,2026-09-30,PAID
245,1,25000.0,17236.98,2026-09-30,PARTIAL
245,2,25000.0,25000.0,2026-09-30,PAID
246,7,25000.0,25000.0,2026-09-30,PAID
246,8,25000.0,25000.0,2026-09-30,PAID
247,1,25000.0,25000.0,2026-09-30,PAID
248,1,25000.0,25000.0,2026-09-30,PAID
248,2,25000.0,25000.0,2026-09-30,PAID
249,5,25000.0,25000.0,2026-09-30,PAID
249,6,25000.0,25000.0,2026-09-30,PAID
250,4,25000.0,25000.0,2026-09-30,PAID
250,5,25000.0,25000.0,2026-09-30,PAID
251,4,25000.0,25000.0,2026-09-30,PAID
251,5,25000.0,9655.86,2026-09-30,PARTIAL
252,6,25000.0,25000.0,2026-09-30,PAID
252,7,25000.0,25000.0,2026-09-30,PAID
253,7,25000.0,25000.0,2026-09-30,PAID
253,8,25000.0,25000.0,2026-09-30,PAID
254,5,25000.0,25000.0,2026-09-30,PAID
254,6,25000.0,25000.0,2026-09-30,PAID
255,2,25000.0,25000.0,2026-09-30,PAID
255,3,25000.0,25000.0,2026-09-30,PAID
256,1,25000.0,25000.0,2026-09-30,PAID
256,2,25000.0,25000.0,2026-09-30,PAID
257,2,25000.0,25000.0,2026-09-30,PAID
257,3,25000.0,25000.0,2026-09-30,PAID
258,7,25000.0,25000.0,2026-09-30,PAID
258,8,25000.0,25000.0,2026-09-30,PAID
259,2,25000.0,25000.0,2026-09-30,PAID
259,3,25000.0,25000.0,2026-09-30,PAID
260,1,25000.0,25000.0,2026-09-30,PAID
260,2,25000.0,25000.0,2026-09-30,PAID
261,1,25000.0,25000.0,2026-09-30,PAID
261,2,25000.0,25000.0,2026-09-30,PAID
262,2,25000.0,25000.0,2026-09-30,PAID
262,3,25000.0,25000.0,2026-09-30,PAID
263,1,25000.0,25000.0,2026-09-30,PAID
264,1,25000.0,25000.0,2026-09-30,PAID
265,1,25000.0,25000.0,2026-09-30,PAID
266,2,25000.0,25000.0,2026-09-30,PAID
266,3,25000.0,25000.0,2026-09-30,PAID
267,6,25000.0,25000.0,2026-09-30,PAID
267,7,25000.0,25000.0,2026-09-30,PAID
268,3,25000.0,25000.0,2026-09-30,PAID
268,4,25000.0,25000.0,2026-09-30,PAID
269,3,25000.0,25000.0,2026-09-30,PAID
269,4,25000.0,25000.0,2026-09-30,PAID
270,2,25000.0,25000.0,2026-09-30,PAID
270,3,25000.0,25000.0,2026-09-30,PAID
271,6,25000.0,25000.0,2026-09-30,PAID
271,7,25000.0,25000.0,2026-09-30,PAID
272,3,25000.0,25000.0,2026-09-30,PAID
272,4,25000.0,25000.0,2026-09-30,PAID
273,6,25000.0,25000.0,2026-09-30,PAID
273,7,25000.0,25000.0,2026-09-30,PAID
274,2,25000.0,11477.09,2026-09-30,PARTIAL
274,3,25000.0,25000.0,2026-09-30,PAID
275,6,25000.0,25000.0,2026-09-30,PAID
275,7,25000.0,25000.0,2026-09-30,PAID
276,6,25000.0,25000.0,2026-09-30,PAID
276,7,25000.0,25000.0,2026-09-30,PAID
277,3,25000.0,25000.0,2026-09-30,PAID
277,4,25000.0,25000.0,2026-09-30,PAID
278,7,25000.0,25000.0,2026-09-30,PAID
278,8,25000.0,25000.0,2026-09-30,PAID
279,1,25000.0,25000.0,2026-09-30,PAID
279,2,25000.0,25000.0,2026-09-30,PAID
280,7,25000.0,25000.0,2026-09-30,PAID
280,8,25000.0,25000.0,2026-09-30,PAID
281,4,25000.0,25000.0,2026-09-30,PAID
281,5,25000.0,25000.0,2026-09-30,PAID
282,2,25000.0,25000.0,2026-09-30,PAID
282,3,25000.0,25000.0,2026-09-30,PAID
283,1,25000.0,25000.0,2026-09-30,PAID
284,4,25000.0,25000.0,2026-09-30,PAID
284,5,25000.0,25000.0,2026-09-30,PAID
285,6,25000.0,14060.58,2026-09-30,PARTIAL
285,7,25000.0,25000.0,2026-09-30,PAID
286,1,25000.0,25000.0,2026-09-30,PAID
286,2,25000.0,25000.0,2026-09-30,PAID
287,4,25000.0,25000.0,2026-09-30,PAID
287,5,25000.0,25000.0,2026-09-30,PAID
288,5,25000.0,25000.0,2026-09-30,PAID
288,6,25000.0,25000.0,2026-09-30,PAID
289,1,25000.0,25000.0,2026-09-30,PAID
290,6,25000.0,25000.0,2026-09-30,PAID
290,7,25000.0,25000.0,2026-09-30,PAID
291,7,25000.0,25000.0,2026-09-30,PAID
